instancia,target,seed,tempo_para_target_ms
instances/scqbf/n400p2.txt,6248.32,2042,31684
instances/scqbf/n400p2.txt,6248.32,2043,29247
instances/scqbf/n400p2.txt,6248.32,2044,29764
instances/scqbf/n400p2.txt,6248.32,2045,25296
instances/scqbf/n400p2.txt,6248.32,2046,27678
instances/scqbf/n400p2.txt,6248.32,2047,25831
instances/scqbf/n400p2.txt,6248.32,2048,28243
instances/scqbf/n400p2.txt,6248.32,2049,27540
instances/scqbf/n400p2.txt,6248.32,2050,26971
instances/scqbf/n400p2.txt,6248.32,2051,26093
instances/scqbf/n400p2.txt,6248.32,2052,27474
instances/scqbf/n400p2.txt,6248.32,2053,27450
instances/scqbf/n400p2.txt,6248.32,2054,27360
instances/scqbf/n400p2.txt,6248.32,2055,28328
instances/scqbf/n400p2.txt,6248.32,2056,27028
instances/scqbf/n400p2.txt,6248.32,2057,27056
instances/scqbf/n400p2.txt,6248.32,2058,29079
instances/scqbf/n400p2.txt,6248.32,2059,26015
instances/scqbf/n400p2.txt,6248.32,2060,28345
instances/scqbf/n400p2.txt,6248.32,2061,28862
instances/scqbf/n400p2.txt,6248.32,2062,26100
instances/scqbf/n400p2.txt,6248.32,2063,26371
instances/scqbf/n400p2.txt,6248.32,2064,24503
instances/scqbf/n400p2.txt,6248.32,2065,28557
instances/scqbf/n400p2.txt,6248.32,2066,26935
instances/scqbf/n400p2.txt,6248.32,2067,28557
instances/scqbf/n400p2.txt,6248.32,2068,25523
instances/scqbf/n400p2.txt,6248.32,2069,26371
instances/scqbf/n400p2.txt,6248.32,2070,29583
instances/scqbf/n400p2.txt,6248.32,2071,27296
instances/scqbf/n400p2.txt,6248.32,2072,27564
instances/scqbf/n400p2.txt,6248.32,2073,21836
instances/scqbf/n400p2.txt,6248.32,2074,29736
instances/scqbf/n400p2.txt,6248.32,2075,25764
instances/scqbf/n400p2.txt,6248.32,2076,25296
instances/scqbf/n400p2.txt,6248.32,2077,29072
instances/scqbf/n400p2.txt,6248.32,2078,25370
instances/scqbf/n400p2.txt,6248.32,2079,28119
instances/scqbf/n400p2.txt,6248.32,2080,30164
instances/scqbf/n400p2.txt,6248.32,2081,28911
instances/scqbf/n400p2.txt,6248.32,2082,29477
instances/scqbf/n400p2.txt,6248.32,2083,32126
instances/scqbf/n400p2.txt,6248.32,2084,27721
instances/scqbf/n400p2.txt,6248.32,2085,31713
instances/scqbf/n400p2.txt,6248.32,2086,28949
instances/scqbf/n400p2.txt,6248.32,2087,29744
instances/scqbf/n400p2.txt,6248.32,2088,29343
instances/scqbf/n400p2.txt,6248.32,2089,29855
instances/scqbf/n400p2.txt,6248.32,2090,32408
instances/scqbf/n400p2.txt,6248.32,2091,31861
instances/scqbf/n400p2.txt,6248.32,2092,32797
instances/scqbf/n400p2.txt,6248.32,2093,32793
instances/scqbf/n400p2.txt,6248.32,2094,29798
instances/scqbf/n400p2.txt,6248.32,2095,27604
instances/scqbf/n400p2.txt,6248.32,2096,33251
instances/scqbf/n400p2.txt,6248.32,2097,31611
instances/scqbf/n400p2.txt,6248.32,2098,31555
instances/scqbf/n400p2.txt,6248.32,2099,28914
instances/scqbf/n400p2.txt,6248.32,2100,28379
instances/scqbf/n400p2.txt,6248.32,2101,28714
instances/scqbf/n400p2.txt,6248.32,2102,33059
instances/scqbf/n400p2.txt,6248.32,2103,27484
instances/scqbf/n400p2.txt,6248.32,2104,31660
instances/scqbf/n400p2.txt,6248.32,2105,29028
instances/scqbf/n400p2.txt,6248.32,2106,31394
instances/scqbf/n400p2.txt,6248.32,2107,29363
instances/scqbf/n400p2.txt,6248.32,2108,31817
instances/scqbf/n400p2.txt,6248.32,2109,25363
instances/scqbf/n400p2.txt,6248.32,2110,27204
instances/scqbf/n400p2.txt,6248.32,2111,27070
instances/scqbf/n400p2.txt,6248.32,2112,24465
instances/scqbf/n400p2.txt,6248.32,2113,27188
instances/scqbf/n400p2.txt,6248.32,2114,28373
instances/scqbf/n400p2.txt,6248.32,2115,27917
instances/scqbf/n400p2.txt,6248.32,2116,28335
instances/scqbf/n400p2.txt,6248.32,2117,27601
instances/scqbf/n400p2.txt,6248.32,2118,30428
instances/scqbf/n400p2.txt,6248.32,2119,26023
instances/scqbf/n400p2.txt,6248.32,2120,25910
instances/scqbf/n400p2.txt,6248.32,2121,26331
instances/scqbf/n400p2.txt,6248.32,2122,24511
instances/scqbf/n400p2.txt,6248.32,2123,30002
instances/scqbf/n400p2.txt,6248.32,2124,24566
instances/scqbf/n400p2.txt,10486.78,2025,73129
instances/scqbf/n400p2.txt,10486.78,2026,65334
instances/scqbf/n400p2.txt,10486.78,2027,64162
instances/scqbf/n400p2.txt,10486.78,2028,65431
instances/scqbf/n400p2.txt,10486.78,2029,58092
instances/scqbf/n400p2.txt,10486.78,2030,64542
instances/scqbf/n400p2.txt,10486.78,2031,60171
instances/scqbf/n400p2.txt,10486.78,2032,66142
instances/scqbf/n400p2.txt,10486.78,2033,61499
instances/scqbf/n400p2.txt,10486.78,2034,67492
instances/scqbf/n400p2.txt,10486.78,2035,64522
instances/scqbf/n400p2.txt,10486.78,2036,66123
instances/scqbf/n400p2.txt,10486.78,2037,68303
instances/scqbf/n400p2.txt,10486.78,2038,60901
instances/scqbf/n400p2.txt,10486.78,2039,62259
instances/scqbf/n400p2.txt,10486.78,2040,65700
instances/scqbf/n400p2.txt,10486.78,2041,68248
instances/scqbf/n400p2.txt,10486.78,2042,66798
instances/scqbf/n400p2.txt,10486.78,2043,69755
instances/scqbf/n400p2.txt,10486.78,2044,63867
instances/scqbf/n400p2.txt,10486.78,2045,59593
instances/scqbf/n400p2.txt,10486.78,2046,62995
instances/scqbf/n400p2.txt,10486.78,2047,61127
instances/scqbf/n400p2.txt,10486.78,2048,63854
instances/scqbf/n400p2.txt,10486.78,2049,66623
instances/scqbf/n400p2.txt,10486.78,2050,65438
instances/scqbf/n400p2.txt,10486.78,2051,63962
instances/scqbf/n400p2.txt,10486.78,2052,62226
instances/scqbf/n400p2.txt,10486.78,2053,66459
instances/scqbf/n400p2.txt,10486.78,2054,64641
instances/scqbf/n400p2.txt,10486.78,2055,67080
instances/scqbf/n400p2.txt,10486.78,2056,66244
instances/scqbf/n400p2.txt,10486.78,2057,64622
instances/scqbf/n400p2.txt,10486.78,2058,63179
instances/scqbf/n400p2.txt,10486.78,2059,62432
instances/scqbf/n400p2.txt,10486.78,2060,65858
instances/scqbf/n400p2.txt,10486.78,2061,68360
instances/scqbf/n400p2.txt,10486.78,2062,65036
instances/scqbf/n400p2.txt,10486.78,2063,66161
instances/scqbf/n400p2.txt,10486.78,2064,60361
instances/scqbf/n400p2.txt,10486.78,2065,66740
instances/scqbf/n400p2.txt,10486.78,2066,61331
instances/scqbf/n400p2.txt,10486.78,2067,62642
instances/scqbf/n400p2.txt,10486.78,2068,66408
instances/scqbf/n400p2.txt,10486.78,2069,67295
instances/scqbf/n400p2.txt,10486.78,2070,63591
instances/scqbf/n400p2.txt,10486.78,2071,62567
instances/scqbf/n400p2.txt,10486.78,2072,65028
instances/scqbf/n400p2.txt,10486.78,2073,67675
instances/scqbf/n400p2.txt,10486.78,2074,65132
instances/scqbf/n400p2.txt,10486.78,2075,62478
instances/scqbf/n400p2.txt,10486.78,2076,65042
instances/scqbf/n400p2.txt,10486.78,2077,65867
instances/scqbf/n400p2.txt,10486.78,2078,66302
instances/scqbf/n400p2.txt,10486.78,2079,66299
instances/scqbf/n400p2.txt,10486.78,2080,66440
instances/scqbf/n400p2.txt,10486.78,2081,68062
instances/scqbf/n400p2.txt,10486.78,2082,65618
instances/scqbf/n400p2.txt,10486.78,2083,66008
instances/scqbf/n400p2.txt,10486.78,2084,66142
instances/scqbf/n400p2.txt,10486.78,2085,67483
instances/scqbf/n400p2.txt,10486.78,2086,64270
instances/scqbf/n400p2.txt,10486.78,2087,68425
instances/scqbf/n400p2.txt,10486.78,2088,66276
instances/scqbf/n400p2.txt,10486.78,2089,66202
instances/scqbf/n400p2.txt,10486.78,2090,65138
instances/scqbf/n400p2.txt,10486.78,2091,66114
instances/scqbf/n400p2.txt,10486.78,2092,66367
instances/scqbf/n400p2.txt,10486.78,2093,63359
instances/scqbf/n400p2.txt,10486.78,2094,64894
instances/scqbf/n400p2.txt,10486.78,2095,66303
