tau,rho,metodo
1.0,0.4666666666666667,GA
1.000251256281407,0.4666666666666667,GA
1.000502512562814,0.5333333333333333,GA
1.0007537688442212,0.5333333333333333,GA
1.0010050251256282,0.5333333333333333,GA
1.0012562814070352,0.5333333333333333,GA
1.0015075376884421,0.5333333333333333,GA
1.0017587939698493,0.6666666666666666,GA
1.0020100502512563,0.6666666666666666,GA
1.0022613065326633,0.6666666666666666,GA
1.0025125628140703,0.6666666666666666,GA
1.0027638190954773,0.6666666666666666,GA
1.0030150753768845,0.6666666666666666,GA
1.0032663316582915,0.6666666666666666,GA
1.0035175879396985,0.6666666666666666,GA
1.0037688442211055,0.6666666666666666,GA
1.0040201005025127,0.6666666666666666,GA
1.0042713567839197,0.6666666666666666,GA
1.0045226130653266,0.6666666666666666,GA
1.0047738693467336,0.6666666666666666,GA
1.0050251256281406,0.6666666666666666,GA
1.0052763819095478,0.6666666666666666,GA
1.0055276381909548,0.6666666666666666,GA
1.0057788944723618,0.6666666666666666,GA
1.0060301507537688,0.6666666666666666,GA
1.006281407035176,0.6666666666666666,GA
1.006532663316583,0.6666666666666666,GA
1.00678391959799,0.6666666666666666,GA
1.007035175879397,0.6666666666666666,GA
1.007286432160804,0.6666666666666666,GA
1.0075376884422111,0.7333333333333333,GA
1.0077889447236181,0.7333333333333333,GA
1.0080402010050251,0.7333333333333333,GA
1.008291457286432,0.7333333333333333,GA
1.0085427135678393,0.8,GA
1.0087939698492463,0.8,GA
1.0090452261306533,0.8,GA
1.0092964824120603,0.8,GA
1.0095477386934673,0.8,GA
1.0097989949748745,0.8,GA
1.0100502512562815,0.8,GA
1.0103015075376884,0.8,GA
1.0105527638190954,0.8,GA
1.0108040201005026,0.8,GA
1.0110552763819096,0.8,GA
1.0113065326633166,0.8,GA
1.0115577889447236,0.8,GA
1.0118090452261306,0.8,GA
1.0120603015075378,0.8,GA
1.0123115577889448,0.8,GA
1.0125628140703518,0.8,GA
1.0128140703517587,0.8,GA
1.013065326633166,0.8,GA
1.013316582914573,0.8,GA
1.01356783919598,0.8,GA
1.013819095477387,0.8,GA
1.014070351758794,0.8,GA
1.014321608040201,0.8,GA
1.014572864321608,0.8,GA
1.014824120603015,0.8,GA
1.015075376884422,0.8,GA
1.015326633165829,0.8,GA
1.0155778894472363,0.8,GA
1.0158291457286432,0.8,GA
1.0160804020100502,0.8,GA
1.0163316582914572,0.8,GA
1.0165829145728644,0.8,GA
1.0168341708542714,0.8,GA
1.0170854271356784,0.8,GA
1.0173366834170854,0.8,GA
1.0175879396984924,0.8,GA
1.0178391959798996,0.8,GA
1.0180904522613066,0.8,GA
1.0183417085427136,0.8,GA
1.0185929648241205,0.8,GA
1.0188442211055277,0.8,GA
1.0190954773869347,0.8,GA
1.0193467336683417,0.8,GA
1.0195979899497487,0.8,GA
1.0198492462311557,0.8,GA
1.020100502512563,0.8,GA
1.0203517587939699,0.8,GA
1.0206030150753769,0.8,GA
1.0208542713567839,0.8,GA
1.021105527638191,0.8,GA
1.021356783919598,0.8,GA
1.021608040201005,0.8,GA
1.021859296482412,0.8,GA
1.022110552763819,0.8,GA
1.0223618090452262,0.8,GA
1.0226130653266332,0.8,GA
1.0228643216080402,0.8,GA
1.0231155778894472,0.8,GA
1.0233668341708544,0.8,GA
1.0236180904522614,0.8,GA
1.0238693467336684,0.8,GA
1.0241206030150753,0.8,GA
1.0243718592964823,0.8,GA
1.0246231155778895,0.8,GA
1.0248743718592965,0.8,GA
1.0251256281407035,0.8,GA
1.0253768844221105,0.8,GA
1.0256281407035177,0.8,GA
1.0258793969849247,0.8,GA
1.0261306532663317,0.8,GA
1.0263819095477387,0.8,GA
1.0266331658291457,0.8,GA
1.0268844221105529,0.8,GA
1.0271356783919598,0.8,GA
1.0273869346733668,0.8,GA
1.0276381909547738,0.8,GA
1.027889447236181,0.8,GA
1.028140703517588,0.8,GA
1.028391959798995,0.8,GA
1.028643216080402,0.8,GA
1.028894472361809,0.8,GA
1.0291457286432162,0.8,GA
1.0293969849246232,0.8,GA
1.0296482412060302,0.8,GA
1.0298994974874371,0.8,GA
1.0301507537688444,0.8,GA
1.0304020100502513,0.8,GA
1.0306532663316583,0.8,GA
1.0309045226130653,0.8,GA
1.0311557788944723,0.8,GA
1.0314070351758795,0.8,GA
1.0316582914572865,0.8,GA
1.0319095477386935,0.8,GA
1.0321608040201005,0.8,GA
1.0324120603015077,0.8,GA
1.0326633165829147,0.8,GA
1.0329145728643216,0.8,GA
1.0331658291457286,0.8,GA
1.0334170854271356,0.8,GA
1.0336683417085428,0.8,GA
1.0339195979899498,0.8,GA
1.0341708542713568,0.8,GA
1.0344221105527638,0.8,GA
1.034673366834171,0.8,GA
1.034924623115578,0.8,GA
1.035175879396985,0.8,GA
1.035427135678392,0.8,GA
1.035678391959799,0.8,GA
1.0359296482412061,0.8,GA
1.0361809045226131,0.8,GA
1.0364321608040201,0.8,GA
1.036683417085427,0.8,GA
1.0369346733668343,0.8,GA
1.0371859296482413,0.8,GA
1.0374371859296483,0.8,GA
1.0376884422110553,0.8,GA
1.0379396984924623,0.8,GA
1.0381909547738695,0.8,GA
1.0384422110552765,0.8,GA
1.0386934673366834,0.8,GA
1.0389447236180904,0.8,GA
1.0391959798994974,0.8,GA
1.0394472361809046,0.8,GA
1.0396984924623116,0.8,GA
1.0399497487437186,0.8,GA
1.0402010050251256,0.8,GA
1.0404522613065328,0.8,GA
1.0407035175879398,0.8,GA
1.0409547738693468,0.8,GA
1.0412060301507537,0.8,GA
1.041457286432161,0.8,GA
1.041708542713568,0.8,GA
1.041959798994975,0.8,GA
1.042211055276382,0.8,GA
1.042462311557789,0.8,GA
1.042713567839196,0.8,GA
1.042964824120603,0.8,GA
1.04321608040201,0.8,GA
1.043467336683417,0.8,GA
1.043718592964824,0.8,GA
1.0439698492462313,0.8,GA
1.0442211055276382,0.8,GA
1.0444723618090452,0.8,GA
1.0447236180904522,0.8,GA
1.0449748743718594,0.8,GA
1.0452261306532664,0.8,GA
1.0454773869346734,0.8,GA
1.0457286432160804,0.8,GA
1.0459798994974874,0.8,GA
1.0462311557788946,0.8,GA
1.0464824120603016,0.8,GA
1.0467336683417086,0.8,GA
1.0469849246231155,0.8,GA
1.0472361809045228,0.8,GA
1.0474874371859297,0.8,GA
1.0477386934673367,0.8,GA
1.0479899497487437,0.8,GA
1.0482412060301507,0.8,GA
1.048492462311558,0.8,GA
1.048743718592965,0.8,GA
1.0489949748743719,0.8,GA
1.0492462311557789,0.8,GA
1.049497487437186,0.8,GA
1.049748743718593,0.8,GA
1.05,0.8,GA
1.0,1.0,GRASP
1.000251256281407,1.0,GRASP
1.000502512562814,1.0,GRASP
1.0007537688442212,1.0,GRASP
1.0010050251256282,1.0,GRASP
1.0012562814070352,1.0,GRASP
1.0015075376884421,1.0,GRASP
1.0017587939698493,1.0,GRASP
1.0020100502512563,1.0,GRASP
1.0022613065326633,1.0,GRASP
1.0025125628140703,1.0,GRASP
1.0027638190954773,1.0,GRASP
1.0030150753768845,1.0,GRASP
1.0032663316582915,1.0,GRASP
1.0035175879396985,1.0,GRASP
1.0037688442211055,1.0,GRASP
1.0040201005025127,1.0,GRASP
1.0042713567839197,1.0,GRASP
1.0045226130653266,1.0,GRASP
1.0047738693467336,1.0,GRASP
1.0050251256281406,1.0,GRASP
1.0052763819095478,1.0,GRASP
1.0055276381909548,1.0,GRASP
1.0057788944723618,1.0,GRASP
1.0060301507537688,1.0,GRASP
1.006281407035176,1.0,GRASP
1.006532663316583,1.0,GRASP
1.00678391959799,1.0,GRASP
1.007035175879397,1.0,GRASP
1.007286432160804,1.0,GRASP
1.0075376884422111,1.0,GRASP
1.0077889447236181,1.0,GRASP
1.0080402010050251,1.0,GRASP
1.008291457286432,1.0,GRASP
1.0085427135678393,1.0,GRASP
1.0087939698492463,1.0,GRASP
1.0090452261306533,1.0,GRASP
1.0092964824120603,1.0,GRASP
1.0095477386934673,1.0,GRASP
1.0097989949748745,1.0,GRASP
1.0100502512562815,1.0,GRASP
1.0103015075376884,1.0,GRASP
1.0105527638190954,1.0,GRASP
1.0108040201005026,1.0,GRASP
1.0110552763819096,1.0,GRASP
1.0113065326633166,1.0,GRASP
1.0115577889447236,1.0,GRASP
1.0118090452261306,1.0,GRASP
1.0120603015075378,1.0,GRASP
1.0123115577889448,1.0,GRASP
1.0125628140703518,1.0,GRASP
1.0128140703517587,1.0,GRASP
1.013065326633166,1.0,GRASP
1.013316582914573,1.0,GRASP
1.01356783919598,1.0,GRASP
1.013819095477387,1.0,GRASP
1.014070351758794,1.0,GRASP
1.014321608040201,1.0,GRASP
1.014572864321608,1.0,GRASP
1.014824120603015,1.0,GRASP
1.015075376884422,1.0,GRASP
1.015326633165829,1.0,GRASP
1.0155778894472363,1.0,GRASP
1.0158291457286432,1.0,GRASP
1.0160804020100502,1.0,GRASP
1.0163316582914572,1.0,GRASP
1.0165829145728644,1.0,GRASP
1.0168341708542714,1.0,GRASP
1.0170854271356784,1.0,GRASP
1.0173366834170854,1.0,GRASP
1.0175879396984924,1.0,GRASP
1.0178391959798996,1.0,GRASP
1.0180904522613066,1.0,GRASP
1.0183417085427136,1.0,GRASP
1.0185929648241205,1.0,GRASP
1.0188442211055277,1.0,GRASP
1.0190954773869347,1.0,GRASP
1.0193467336683417,1.0,GRASP
1.0195979899497487,1.0,GRASP
1.0198492462311557,1.0,GRASP
1.020100502512563,1.0,GRASP
1.0203517587939699,1.0,GRASP
1.0206030150753769,1.0,GRASP
1.0208542713567839,1.0,GRASP
1.021105527638191,1.0,GRASP
1.021356783919598,1.0,GRASP
1.021608040201005,1.0,GRASP
1.021859296482412,1.0,GRASP
1.022110552763819,1.0,GRASP
1.0223618090452262,1.0,GRASP
1.0226130653266332,1.0,GRASP
1.0228643216080402,1.0,GRASP
1.0231155778894472,1.0,GRASP
1.0233668341708544,1.0,GRASP
1.0236180904522614,1.0,GRASP
1.0238693467336684,1.0,GRASP
1.0241206030150753,1.0,GRASP
1.0243718592964823,1.0,GRASP
1.0246231155778895,1.0,GRASP
1.0248743718592965,1.0,GRASP
1.0251256281407035,1.0,GRASP
1.0253768844221105,1.0,GRASP
1.0256281407035177,1.0,GRASP
1.0258793969849247,1.0,GRASP
1.0261306532663317,1.0,GRASP
1.0263819095477387,1.0,GRASP
1.0266331658291457,1.0,GRASP
1.0268844221105529,1.0,GRASP
1.0271356783919598,1.0,GRASP
1.0273869346733668,1.0,GRASP
1.0276381909547738,1.0,GRASP
1.027889447236181,1.0,GRASP
1.028140703517588,1.0,GRASP
1.028391959798995,1.0,GRASP
1.028643216080402,1.0,GRASP
1.028894472361809,1.0,GRASP
1.0291457286432162,1.0,GRASP
1.0293969849246232,1.0,GRASP
1.0296482412060302,1.0,GRASP
1.0298994974874371,1.0,GRASP
1.0301507537688444,1.0,GRASP
1.0304020100502513,1.0,GRASP
1.0306532663316583,1.0,GRASP
1.0309045226130653,1.0,GRASP
1.0311557788944723,1.0,GRASP
1.0314070351758795,1.0,GRASP
1.0316582914572865,1.0,GRASP
1.0319095477386935,1.0,GRASP
1.0321608040201005,1.0,GRASP
1.0324120603015077,1.0,GRASP
1.0326633165829147,1.0,GRASP
1.0329145728643216,1.0,GRASP
1.0331658291457286,1.0,GRASP
1.0334170854271356,1.0,GRASP
1.0336683417085428,1.0,GRASP
1.0339195979899498,1.0,GRASP
1.0341708542713568,1.0,GRASP
1.0344221105527638,1.0,GRASP
1.034673366834171,1.0,GRASP
1.034924623115578,1.0,GRASP
1.035175879396985,1.0,GRASP
1.035427135678392,1.0,GRASP
1.035678391959799,1.0,GRASP
1.0359296482412061,1.0,GRASP
1.0361809045226131,1.0,GRASP
1.0364321608040201,1.0,GRASP
1.036683417085427,1.0,GRASP
1.0369346733668343,1.0,GRASP
1.0371859296482413,1.0,GRASP
1.0374371859296483,1.0,GRASP
1.0376884422110553,1.0,GRASP
1.0379396984924623,1.0,GRASP
1.0381909547738695,1.0,GRASP
1.0384422110552765,1.0,GRASP
1.0386934673366834,1.0,GRASP
1.0389447236180904,1.0,GRASP
1.0391959798994974,1.0,GRASP
1.0394472361809046,1.0,GRASP
1.0396984924623116,1.0,GRASP
1.0399497487437186,1.0,GRASP
1.0402010050251256,1.0,GRASP
1.0404522613065328,1.0,GRASP
1.0407035175879398,1.0,GRASP
1.0409547738693468,1.0,GRASP
1.0412060301507537,1.0,GRASP
1.041457286432161,1.0,GRASP
1.041708542713568,1.0,GRASP
1.041959798994975,1.0,GRASP
1.042211055276382,1.0,GRASP
1.042462311557789,1.0,GRASP
1.042713567839196,1.0,GRASP
1.042964824120603,1.0,GRASP
1.04321608040201,1.0,GRASP
1.043467336683417,1.0,GRASP
1.043718592964824,1.0,GRASP
1.0439698492462313,1.0,GRASP
1.0442211055276382,1.0,GRASP
1.0444723618090452,1.0,GRASP
1.0447236180904522,1.0,GRASP
1.0449748743718594,1.0,GRASP
1.0452261306532664,1.0,GRASP
1.0454773869346734,1.0,GRASP
1.0457286432160804,1.0,GRASP
1.0459798994974874,1.0,GRASP
1.0462311557788946,1.0,GRASP
1.0464824120603016,1.0,GRASP
1.0467336683417086,1.0,GRASP
1.0469849246231155,1.0,GRASP
1.0472361809045228,1.0,GRASP
1.0474874371859297,1.0,GRASP
1.0477386934673367,1.0,GRASP
1.0479899497487437,1.0,GRASP
1.0482412060301507,1.0,GRASP
1.048492462311558,1.0,GRASP
1.048743718592965,1.0,GRASP
1.0489949748743719,1.0,GRASP
1.0492462311557789,1.0,GRASP
1.049497487437186,1.0,GRASP
1.049748743718593,1.0,GRASP
1.05,1.0,GRASP
1.0,0.4666666666666667,PLI
1.000251256281407,0.4666666666666667,PLI
1.000502512562814,0.4666666666666667,PLI
1.0007537688442212,0.4666666666666667,PLI
1.0010050251256282,0.4666666666666667,PLI
1.0012562814070352,0.4666666666666667,PLI
1.0015075376884421,0.4666666666666667,PLI
1.0017587939698493,0.4666666666666667,PLI
1.0020100502512563,0.4666666666666667,PLI
1.0022613065326633,0.4666666666666667,PLI
1.0025125628140703,0.4666666666666667,PLI
1.0027638190954773,0.4666666666666667,PLI
1.0030150753768845,0.4666666666666667,PLI
1.0032663316582915,0.5333333333333333,PLI
1.0035175879396985,0.5333333333333333,PLI
1.0037688442211055,0.5333333333333333,PLI
1.0040201005025127,0.5333333333333333,PLI
1.0042713567839197,0.5333333333333333,PLI
1.0045226130653266,0.5333333333333333,PLI
1.0047738693467336,0.6,PLI
1.0050251256281406,0.6,PLI
1.0052763819095478,0.6,PLI
1.0055276381909548,0.6,PLI
1.0057788944723618,0.6,PLI
1.0060301507537688,0.6,PLI
1.006281407035176,0.6666666666666666,PLI
1.006532663316583,0.6666666666666666,PLI
1.00678391959799,0.6666666666666666,PLI
1.007035175879397,0.6666666666666666,PLI
1.007286432160804,0.6666666666666666,PLI
1.0075376884422111,0.6666666666666666,PLI
1.0077889447236181,0.6666666666666666,PLI
1.0080402010050251,0.6666666666666666,PLI
1.008291457286432,0.6666666666666666,PLI
1.0085427135678393,0.6666666666666666,PLI
1.0087939698492463,0.6666666666666666,PLI
1.0090452261306533,0.6666666666666666,PLI
1.0092964824120603,0.6666666666666666,PLI
1.0095477386934673,0.6666666666666666,PLI
1.0097989949748745,0.6666666666666666,PLI
1.0100502512562815,0.6666666666666666,PLI
1.0103015075376884,0.6666666666666666,PLI
1.0105527638190954,0.6666666666666666,PLI
1.0108040201005026,0.6666666666666666,PLI
1.0110552763819096,0.6666666666666666,PLI
1.0113065326633166,0.6666666666666666,PLI
1.0115577889447236,0.6666666666666666,PLI
1.0118090452261306,0.6666666666666666,PLI
1.0120603015075378,0.6666666666666666,PLI
1.0123115577889448,0.6666666666666666,PLI
1.0125628140703518,0.6666666666666666,PLI
1.0128140703517587,0.6666666666666666,PLI
1.013065326633166,0.6666666666666666,PLI
1.013316582914573,0.6666666666666666,PLI
1.01356783919598,0.6666666666666666,PLI
1.013819095477387,0.6666666666666666,PLI
1.014070351758794,0.6666666666666666,PLI
1.014321608040201,0.6666666666666666,PLI
1.014572864321608,0.6666666666666666,PLI
1.014824120603015,0.6666666666666666,PLI
1.015075376884422,0.6666666666666666,PLI
1.015326633165829,0.6666666666666666,PLI
1.0155778894472363,0.6666666666666666,PLI
1.0158291457286432,0.6666666666666666,PLI
1.0160804020100502,0.6666666666666666,PLI
1.0163316582914572,0.6666666666666666,PLI
1.0165829145728644,0.6666666666666666,PLI
1.0168341708542714,0.6666666666666666,PLI
1.0170854271356784,0.6666666666666666,PLI
1.0173366834170854,0.6666666666666666,PLI
1.0175879396984924,0.6666666666666666,PLI
1.0178391959798996,0.6666666666666666,PLI
1.0180904522613066,0.6666666666666666,PLI
1.0183417085427136,0.6666666666666666,PLI
1.0185929648241205,0.6666666666666666,PLI
1.0188442211055277,0.6666666666666666,PLI
1.0190954773869347,0.6666666666666666,PLI
1.0193467336683417,0.6666666666666666,PLI
1.0195979899497487,0.6666666666666666,PLI
1.0198492462311557,0.6666666666666666,PLI
1.020100502512563,0.6666666666666666,PLI
1.0203517587939699,0.6666666666666666,PLI
1.0206030150753769,0.6666666666666666,PLI
1.0208542713567839,0.6666666666666666,PLI
1.021105527638191,0.6666666666666666,PLI
1.021356783919598,0.6666666666666666,PLI
1.021608040201005,0.6666666666666666,PLI
1.021859296482412,0.6666666666666666,PLI
1.022110552763819,0.6666666666666666,PLI
1.0223618090452262,0.6666666666666666,PLI
1.0226130653266332,0.6666666666666666,PLI
1.0228643216080402,0.6666666666666666,PLI
1.0231155778894472,0.6666666666666666,PLI
1.0233668341708544,0.6666666666666666,PLI
1.0236180904522614,0.6666666666666666,PLI
1.0238693467336684,0.6666666666666666,PLI
1.0241206030150753,0.6666666666666666,PLI
1.0243718592964823,0.6666666666666666,PLI
1.0246231155778895,0.6666666666666666,PLI
1.0248743718592965,0.6666666666666666,PLI
1.0251256281407035,0.6666666666666666,PLI
1.0253768844221105,0.6666666666666666,PLI
1.0256281407035177,0.6666666666666666,PLI
1.0258793969849247,0.6666666666666666,PLI
1.0261306532663317,0.6666666666666666,PLI
1.0263819095477387,0.6666666666666666,PLI
1.0266331658291457,0.6666666666666666,PLI
1.0268844221105529,0.6666666666666666,PLI
1.0271356783919598,0.6666666666666666,PLI
1.0273869346733668,0.6666666666666666,PLI
1.0276381909547738,0.6666666666666666,PLI
1.027889447236181,0.6666666666666666,PLI
1.028140703517588,0.6666666666666666,PLI
1.028391959798995,0.6666666666666666,PLI
1.028643216080402,0.6666666666666666,PLI
1.028894472361809,0.6666666666666666,PLI
1.0291457286432162,0.6666666666666666,PLI
1.0293969849246232,0.6666666666666666,PLI
1.0296482412060302,0.6666666666666666,PLI
1.0298994974874371,0.6666666666666666,PLI
1.0301507537688444,0.6666666666666666,PLI
1.0304020100502513,0.6666666666666666,PLI
1.0306532663316583,0.6666666666666666,PLI
1.0309045226130653,0.6666666666666666,PLI
1.0311557788944723,0.6666666666666666,PLI
1.0314070351758795,0.6666666666666666,PLI
1.0316582914572865,0.6666666666666666,PLI
1.0319095477386935,0.6666666666666666,PLI
1.0321608040201005,0.6666666666666666,PLI
1.0324120603015077,0.6666666666666666,PLI
1.0326633165829147,0.6666666666666666,PLI
1.0329145728643216,0.6666666666666666,PLI
1.0331658291457286,0.6666666666666666,PLI
1.0334170854271356,0.6666666666666666,PLI
1.0336683417085428,0.6666666666666666,PLI
1.0339195979899498,0.6666666666666666,PLI
1.0341708542713568,0.6666666666666666,PLI
1.0344221105527638,0.6666666666666666,PLI
1.034673366834171,0.6666666666666666,PLI
1.034924623115578,0.6666666666666666,PLI
1.035175879396985,0.6666666666666666,PLI
1.035427135678392,0.6666666666666666,PLI
1.035678391959799,0.6666666666666666,PLI
1.0359296482412061,0.6666666666666666,PLI
1.0361809045226131,0.6666666666666666,PLI
1.0364321608040201,0.6666666666666666,PLI
1.036683417085427,0.6666666666666666,PLI
1.0369346733668343,0.6666666666666666,PLI
1.0371859296482413,0.6666666666666666,PLI
1.0374371859296483,0.6666666666666666,PLI
1.0376884422110553,0.6666666666666666,PLI
1.0379396984924623,0.6666666666666666,PLI
1.0381909547738695,0.6666666666666666,PLI
1.0384422110552765,0.6666666666666666,PLI
1.0386934673366834,0.6666666666666666,PLI
1.0389447236180904,0.6666666666666666,PLI
1.0391959798994974,0.6666666666666666,PLI
1.0394472361809046,0.6666666666666666,PLI
1.0396984924623116,0.6666666666666666,PLI
1.0399497487437186,0.6666666666666666,PLI
1.0402010050251256,0.6666666666666666,PLI
1.0404522613065328,0.6666666666666666,PLI
1.0407035175879398,0.6666666666666666,PLI
1.0409547738693468,0.6666666666666666,PLI
1.0412060301507537,0.6666666666666666,PLI
1.041457286432161,0.6666666666666666,PLI
1.041708542713568,0.6666666666666666,PLI
1.041959798994975,0.6666666666666666,PLI
1.042211055276382,0.6666666666666666,PLI
1.042462311557789,0.6666666666666666,PLI
1.042713567839196,0.6666666666666666,PLI
1.042964824120603,0.6666666666666666,PLI
1.04321608040201,0.6666666666666666,PLI
1.043467336683417,0.6666666666666666,PLI
1.043718592964824,0.6666666666666666,PLI
1.0439698492462313,0.6666666666666666,PLI
1.0442211055276382,0.6666666666666666,PLI
1.0444723618090452,0.6666666666666666,PLI
1.0447236180904522,0.6666666666666666,PLI
1.0449748743718594,0.6666666666666666,PLI
1.0452261306532664,0.6666666666666666,PLI
1.0454773869346734,0.6666666666666666,PLI
1.0457286432160804,0.6666666666666666,PLI
1.0459798994974874,0.6666666666666666,PLI
1.0462311557788946,0.6666666666666666,PLI
1.0464824120603016,0.6666666666666666,PLI
1.0467336683417086,0.6666666666666666,PLI
1.0469849246231155,0.6666666666666666,PLI
1.0472361809045228,0.6666666666666666,PLI
1.0474874371859297,0.6666666666666666,PLI
1.0477386934673367,0.6666666666666666,PLI
1.0479899497487437,0.6666666666666666,PLI
1.0482412060301507,0.6666666666666666,PLI
1.048492462311558,0.6666666666666666,PLI
1.048743718592965,0.6666666666666666,PLI
1.0489949748743719,0.7333333333333333,PLI
1.0492462311557789,0.7333333333333333,PLI
1.049497487437186,0.7333333333333333,PLI
1.049748743718593,0.7333333333333333,PLI
1.05,0.7333333333333333,PLI
1.0,0.4,TABU
1.000251256281407,0.4,TABU
1.000502512562814,0.4,TABU
1.0007537688442212,0.4666666666666667,TABU
1.0010050251256282,0.5333333333333333,TABU
1.0012562814070352,0.5333333333333333,TABU
1.0015075376884421,0.6,TABU
1.0017587939698493,0.6666666666666666,TABU
1.0020100502512563,0.6666666666666666,TABU
1.0022613065326633,0.6666666666666666,TABU
1.0025125628140703,0.6666666666666666,TABU
1.0027638190954773,0.6666666666666666,TABU
1.0030150753768845,0.6666666666666666,TABU
1.0032663316582915,0.6666666666666666,TABU
1.0035175879396985,0.6666666666666666,TABU
